id,fir_no,case_no,crime_type_id,crime_type_en,crime_type_kn,police_station_id,district_id,date,status_en,description,lat,lng
FIR_118,100050120202500005,202500005,CRIME_27,Online Fraud,Online Fraud,PS_120,DIST_1,2025-02-14,Under Investigation,"The complainant received a call from an unknown person claiming to be a bank official, who obtained OTP details and transferred Rs 408,000 from the complainant's account.",13.006837,77.514196
FIR_119,100050116202400003,202400003,CRIME_37,Rioting,Rioting,PS_116,DIST_1,2024-04-12,Charge Sheeted,"A group of persons allegedly assembled unlawfully near APMC Yard and engaged in rioting, causing damage to property.",13.07234,77.533795
FIR_120,200050128202400001,202400001,CRIME_9,Burglary,Burglary,PS_128,DIST_1,2024-04-24,Charge Sheeted,"Unknown persons broke into the complainant's premises at Bus Stand Road at night and decamped with valuables worth Rs 299,000.",12.940027,77.500189
FIR_121,200050115202400002,202400002,CRIME_1,Murder,Murder,PS_115,DIST_1,2024-02-19,Convicted,The victim Ramesh was fatally attacked with a knife by the accused near Gandhi Nagar. The motive is suspected to be past enmity.,12.921159,77.657391
FIR_122,100050116202600003,202600003,CRIME_2,Attempt to Murder,Attempt to Murder,PS_116,DIST_1,2026-04-28,Under Investigation,The accused attacked Deepa with a knife near Ring Road following a quarrel over a family dispute. The victim was rushed to hospital with grievous injuries.,13.096661,77.622536
FIR_123,100160153202600001,202600001,CRIME_29,Cyber Stalking,Cyber Stalking,PS_153,DIST_1,2026-01-20,Convicted,The complainant reported repeated harassing messages and unwanted contact from an unknown social media account.,14.848048,75.450855
FIR_124,100280178202600001,202600001,CRIME_33,NDPS Trafficking,NDPS Trafficking,PS_178,DIST_1,2026-01-08,Convicted,"A police patrol near MG Road intercepted a vehicle and recovered narcotic substances weighing 11.1 kg, suspected to be in transit for sale.",14.82148,74.740419
FIR_125,100220170202400001,202400001,CRIME_41,Hit and Run,Hit and Run,PS_170,DIST_1,2024-02-23,Convicted,The victim was hit by an unidentified vehicle near Main Bazaar and sustained injuries; the driver fled the scene.,12.303213,76.612186
FIR_126,100050116202400004,202400004,CRIME_37,Rioting,Rioting,PS_116,DIST_1,2024-03-01,Pending Trial,"A group of persons allegedly assembled unlawfully near Temple Street and engaged in rioting, causing damage to property.",13.038128,77.649205
FIR_127,100090136202500001,202500001,CRIME_23,Cheating,Cheating,PS_136,DIST_1,2025-02-02,Pending Trial,"The complainant paid an advance of Rs 170,000 to the accused for past enmity which was never delivered as promised.",13.277068,75.723544
FIR_128,100050128202400001,202400001,CRIME_38,Unlawful Assembly,Unlawful Assembly,PS_128,DIST_1,2024-01-16,Under Investigation,"A group gathered near Ring Road in violation of prohibitory orders, leading to a law and order situation.",13.060574,77.634144
FIR_129,100100137202400001,202400001,CRIME_1,Murder,Murder,PS_137,DIST_1,2024-05-10,Closed (Undetected),"The complainant reported that Manoj was found dead with injuries near APMC Yard, allegedly assaulted by his neighbour following a dispute over a business partnership.",14.196791,76.347776
FIR_130,200220166202400001,202400001,CRIME_2,Attempt to Murder,Attempt to Murder,PS_166,DIST_1,2024-07-13,Closed (Undetected),The accused attacked Anitha with a knife near APMC Yard following a quarrel over land boundary issues. The victim was rushed to hospital with grievous injuries.,12.344331,76.676265
FIR_131,100220165202500003,202500003,CRIME_14,Stalking,Stalking,PS_165,DIST_1,2025-12-31,Under Investigation,The complainant stated that the accused has been following and contacting her repeatedly near MG Road despite objection.,12.324248,76.692308
FIR_132,300280178202500001,202500001,CRIME_2,Attempt to Murder,Attempt to Murder,PS_178,DIST_1,2025-11-09,Charge Sheeted,The accused attacked Anitha with a sharp weapon near Ring Road following a quarrel over land boundary issues. The victim was rushed to hospital with grievous injuries.,14.792585,74.701258
FIR_133,100110140202500001,202500001,CRIME_55,Chain Snatching,Chain Snatching,PS_140,DIST_1,2025-12-27,Convicted,"The complainant, a woman walking near Church Street, reported that two men on a motorcycle snatched her gold chain and sped away towards MG Road.",12.895708,74.851466
FIR_134,200050123202500002,202500002,CRIME_45,Wildlife Poaching,Wildlife Poaching,PS_123,DIST_1,2025-12-03,Under Investigation,The complainant reported an incident related to environmental offences occurring near Railway Station Road. Investigation is underway to ascertain further facts.,12.903131,77.591697
FIR_135,100050115202400002,202400002,CRIME_12,Domestic Violence,Domestic Violence,PS_115,DIST_1,2024-06-09,Closed (Undetected),The complainant alleged repeated physical and mental harassment by her husband over dowry-related demands at their residence in Railway Station Road.,13.035824,77.502522
FIR_136,100050128202400002,202400002,CRIME_12,Domestic Violence,Domestic Violence,PS_128,DIST_1,2024-01-17,Compromised,The complainant alleged repeated physical and mental harassment by his neighbour over dowry-related demands at their residence in Gandhi Nagar.,13.033734,77.504591
FIR_137,100020105202400001,202400001,CRIME_2,Attempt to Murder,Attempt to Murder,PS_105,DIST_1,2024-08-01,Charge Sheeted,The accused attacked Kavya with a iron rod near Temple Street following a quarrel over a family dispute. The victim was rushed to hospital with grievous injuries.,15.10013,76.910741
FIR_138,100050126202600002,202600002,CRIME_1,Murder,Murder,PS_126,DIST_1,2026-07-12,Closed (Undetected),"The complainant reported that Kavya was found dead with injuries near Railway Station Road, allegedly assaulted by his neighbour following a dispute over a business partnership.",13.005877,77.669763
FIR_139,300040112202400001,202400001,CRIME_25,Forgery,Forgery,PS_112,DIST_1,2024-09-25,Pending Trial,The complainant reported that the accused forged signatures on documents related to a financial transaction to gain wrongful benefit.,13.20548,77.579373
FIR_140,100300180202400001,202400001,CRIME_12,Domestic Violence,Domestic Violence,PS_180,DIST_1,2024-12-28,Closed (Undetected),The complainant alleged repeated physical and mental harassment by her husband over dowry-related demands at their residence in MG Road.,16.785308,75.676708
FIR_141,400040113202500001,202500001,CRIME_29,Cyber Stalking,Cyber Stalking,PS_113,DIST_1,2025-06-11,Under Investigation,The complainant reported repeated harassing messages and unwanted contact from an unknown social media account.,13.261116,77.559313
FIR_142,300210164202400001,202400001,CRIME_6,Theft,Theft,PS_164,DIST_1,2024-10-28,Pending Trial,"The complainant reported that unknown persons broke into their house at Ring Road and stole gold jewellery worth Rs 103,000 and cash. The incident occurred while the family was away.",12.547075,76.872693
FIR_143,300140150202400001,202400001,CRIME_1,Murder,Murder,PS_150,DIST_1,2024-04-11,Under Investigation,The victim Kavya was fatally attacked with a wooden stick by the accused near College Road. The motive is suspected to be past enmity.,15.432679,75.608419
FIR_144,100050128202400003,202400003,CRIME_3,Culpable Homicide,Culpable Homicide,PS_128,DIST_1,2024-04-06,Under Investigation,"The complainant reported that Manoj died following an altercation with her husband near Station Road, suspected to involve past enmity.",12.977047,77.643402
FIR_145,100110141202400001,202400001,CRIME_42,Drunken Driving,Drunken Driving,PS_141,DIST_1,2024-10-16,Under Investigation,The accused was found driving under the influence of alcohol near Main Bazaar and was apprehended by a police patrol.,12.915351,74.821579
FIR_146,300260176202400001,202400001,CRIME_33,NDPS Trafficking,NDPS Trafficking,PS_176,DIST_1,2024-04-14,Pending Trial,"A police patrol near Main Bazaar intercepted a vehicle and recovered narcotic substances weighing 1.5 kg, suspected to be in transit for sale.",13.335552,77.080666
FIR_147,300050117202400001,202400001,CRIME_55,Chain Snatching,Chain Snatching,PS_117,DIST_1,2024-04-11,Closed (Undetected),"The complainant, a woman walking near Ring Road, reported that two men on a motorcycle snatched her gold chain and sped away towards Old Town.",13.073982,77.637154
FIR_148,100100137202600001,202600001,CRIME_9,Burglary,Burglary,PS_137,DIST_1,2026-06-30,Closed (False Case),"Unknown persons broke into the complainant's premises at Old Town at night and decamped with valuables worth Rs 34,000.",14.28207,76.414249
FIR_149,200120145202400001,202400001,CRIME_25,Forgery,Forgery,PS_145,DIST_1,2024-07-20,Charge Sheeted,The complainant reported that the accused forged signatures on documents related to an extramarital affair suspicion to gain wrongful benefit.,14.463603,75.944019
FIR_150,100030108202500001,202500001,CRIME_2,Attempt to Murder,Attempt to Murder,PS_108,DIST_1,2025-02-16,Charge Sheeted,The accused attacked Nagaraj with a iron rod near Bus Stand Road following a quarrel over a financial transaction. The victim was rushed to hospital with grievous injuries.,15.860405,74.528871
FIR_151,100050116202600004,202600004,CRIME_12,Domestic Violence,Domestic Violence,PS_116,DIST_1,2026-03-22,Compromised,The complainant alleged repeated physical and mental harassment by his neighbour over dowry-related demands at their residence in New Extension.,13.036523,77.63193
FIR_152,100220171202600001,202600001,CRIME_41,Hit and Run,Hit and Run,PS_171,DIST_1,2026-06-08,Closed (False Case),The victim was hit by an unidentified vehicle near Station Road and sustained injuries; the driver fled the scene.,12.305512,76.622714
FIR_153,300220165202400002,202400002,CRIME_7,Robbery,Robbery,PS_165,DIST_1,2024-01-29,Charge Sheeted,The complainant was robbed of cash and a mobile phone by unidentified persons near Railway Station Road at knife-point.,12.343657,76.65426
FIR_154,100050116202500003,202500003,CRIME_1,Murder,Murder,PS_116,DIST_1,2025-02-04,Under Investigation,The victim Kavya was fatally attacked with a wooden stick by the accused near Temple Street. The motive is suspected to be unpaid loan.,13.071981,77.628015
FIR_155,100220171202500001,202500001,CRIME_31,Phishing,Phishing,PS_171,DIST_1,2025-01-07,Under Investigation,"The complainant clicked a fraudulent link received via SMS and lost Rs 382,000 from their bank account.",12.327138,76.692761
FIR_156,100050116202500004,202500004,CRIME_13,Sexual Harassment,Sexual Harassment,PS_116,DIST_1,2025-11-06,Under Investigation,The complainant reported that her in-laws made unwelcome advances and passed lewd remarks towards her near Old Town.,13.076622,77.698488
FIR_157,300260176202400002,202400002,CRIME_15,Acid Attack,Acid Attack,PS_176,DIST_1,2024-11-05,Under Investigation,"The victim was attacked with a corrosive substance by the accused near APMC Yard, sustaining burn injuries.",13.282106,77.117911
FIR_158,100260176202400002,202400002,CRIME_28,Identity Theft,Identity Theft,PS_176,DIST_1,2024-01-16,Under Investigation,"The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 382,000.",13.352498,77.068054
FIR_159,100010102202400001,202400001,CRIME_40,Rash Driving,Rash Driving,PS_102,DIST_1,2024-04-13,Pending Trial,"The complainant reported that the accused was driving a vehicle rashly near Railway Station Road, endangering pedestrians.",16.152705,75.740602
FIR_160,100220165202500004,202500004,CRIME_10,Vehicle Theft,Vehicle Theft,PS_165,DIST_1,2025-10-08,Under Investigation,The complainant reported that their motorcycle parked near Market area was stolen overnight. The vehicle was not recovered at the time of registration.,12.315159,76.616193
FIR_161,100210164202500001,202500001,CRIME_30,Data Theft,Data Theft,PS_164,DIST_1,2025-04-12,Closed (False Case),The complainant's confidential business data was allegedly copied and misused by a former employee.,12.520021,76.86795
FIR_162,300030106202600001,202600001,CRIME_16,Child Abuse,Child Abuse,PS_106,DIST_1,2026-05-03,Under Investigation,The complainant reported that the minor victim was subjected to abuse by a former business partner at College Road.,15.861975,74.515647
FIR_163,100180157202500002,202500002,CRIME_28,Identity Theft,Identity Theft,PS_157,DIST_1,2025-01-14,Under Investigation,"The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 74,000.",12.392962,75.732576
FIR_164,100070132202400001,202400001,CRIME_8,Dacoity,Dacoity,PS_132,DIST_1,2024-11-17,Acquitted,"A group of armed persons robbed the complainant's shop at Bus Stand Road, decamping with cash and goods worth Rs 174,000.",11.879227,76.962795
FIR_165,100050121202600001,202600001,CRIME_32,Ganja Possession,Ganja Possession,PS_121,DIST_1,2026-01-23,Closed (False Case),Police intercepted the accused near Old Town and recovered 1.1 kg of ganja from their possession.,13.04961,77.671721
FIR_166,100050114202500001,202500001,CRIME_34,Drug Peddling,Drug Peddling,PS_114,DIST_1,2025-02-24,Under Investigation,The accused was apprehended near College Road while allegedly peddling narcotic substances to local youth.,13.034497,77.693911
FIR_167,100310181202600001,202600001,CRIME_7,Robbery,Robbery,PS_181,DIST_1,2026-06-10,Closed (Undetected),The complainant was robbed of cash and a mobile phone by unidentified persons near APMC Yard at knife-point.,16.803982,77.145679
FIR_168,100020104202500001,202500001,CRIME_9,Burglary,Burglary,PS_104,DIST_1,2025-09-14,Under Investigation,"Unknown persons broke into the complainant's premises at Railway Station Road at night and decamped with valuables worth Rs 207,000.",15.164668,76.882686
